year,month,reg_id,disease,case_num,dea_num,inci_rate,mort_rate
2005,4,32000000,流行性感冒,27,0,0.0362,0
2005,4,32000000,手足口病,3,0,0.004,0
2005,4,33000000,登革热,1,0,0.0021,0
2005,4,33000000,流行性感冒,468,0,0.9603,0
2005,4,33000000,手足口病,5,0,0.0103,0
2005,4,34000000,流行性感冒,93,0,0.1529,0
2005,4,35000000,登革热,1,0,0.0028,0
2005,4,35000000,流行性感冒,163,0,0.4639,0
2005,4,35000000,手足口病,1,0,0.0028,0
2005,4,36000000,流行性感冒,256,0,0.5985,0
2005,4,37000000,流行性感冒,1,0,0.0011,0
2005,4,37000000,手足口病,46,0,0.05,0
2005,4,41000000,流行性感冒,104,0,0.1115,0
2005,4,41000000,手足口病,1,0,0.0011,0
2005,4,42000000,流行性感冒,104,0,0.1827,0
2005,4,43000000,流行性感冒,84,0,0.1335,0
2005,4,44000000,流行性感冒,2442,0,2.6747,0
2005,4,45000000,流行性感冒,1305,0,2.8233,0
2005,4,46000000,流行性感冒,164,0,1.9984,0
2005,4,50000000,流行性感冒,680,0,2.4376,0
2005,4,51000000,流行性感冒,1463,0,1.7867,0
2005,4,52000000,流行性感冒,564,0,1.5232,0
2005,4,53000000,流行性感冒,329,0,0.7452,0
2005,4,54000000,流行性感冒,18,0,0.6567,0
2005,4,61000000,流行性感冒,34,0,0.0918,0
2005,4,62000000,流行性感冒,110,0,0.4266,0
2005,4,63000000,流行性感冒,10,0,0.1859,0
2005,4,64000000,流行性感冒,14,0,0.2375,0
2005,4,65000000,流行性感冒,8,0,0.0403,0
2005,4,65000000,手足口病,3,0,0.0151,0
2005,5,0,流行性感冒,3961,0,0.3047,0
2005,5,0,手足口病,517,0,0.0398,0
2005,5,11000000,手足口病,14,0,0.0911,0
2005,5,12000000,流行性感冒,160,0,1.5362,0
2005,5,13000000,流行性感冒,223,0,0.3275,0
2005,5,13000000,手足口病,1,0,0.0015,0
2005,5,14000000,流行性感冒,4,0,0.012,0
2005,5,14000000,手足口病,1,0,0.003,0
2005,5,15000000,手足口病,2,0,0.0084,0
2005,5,21000000,流行性感冒,5,0,0.0119,0
2005,5,31000000,手足口病,377,0,2.1224,0
2005,5,32000000,流行性感冒,26,0,0.0349,0
2005,5,32000000,手足口病,1,0,0.0013,0
2005,5,33000000,流行性感冒,30,0,0.0616,0
2005,5,33000000,手足口病,23,0,0.0472,0
2005,5,34000000,流行性感冒,114,0,0.1874,0
2005,5,35000000,流行性感冒,112,0,0.3187,0
2005,5,36000000,流行性感冒,237,0,0.5541,0
2005,5,37000000,流行性感冒,1,0,0.0011,0
2005,5,37000000,手足口病,96,0,0.1044,0
2005,5,41000000,流行性感冒,129,0,0.1382,0
2005,5,42000000,流行性感冒,116,0,0.2038,0
2005,5,43000000,流行性感冒,53,0,0.0842,0
2005,5,44000000,流行性感冒,1001,0,1.0964,0
2005,5,44000000,手足口病,2,0,0.0022,0
2005,5,45000000,流行性感冒,504,0,1.0904,0
2005,5,46000000,流行性感冒,97,0,1.182,0
2005,5,50000000,流行性感冒,234,0,0.8388,0
2005,5,51000000,流行性感冒,616,0,0.7523,0
2005,5,52000000,流行性感冒,154,0,0.4159,0
2005,5,53000000,流行性感冒,36,0,0.0815,0
2005,5,54000000,流行性感冒,44,0,1.6052,0
2005,5,61000000,流行性感冒,14,0,0.0378,0
2005,5,62000000,流行性感冒,27,0,0.1047,0
2005,5,63000000,流行性感冒,9,0,0.1673,0
2005,5,64000000,流行性感冒,11,0,0.1866,0
2005,5,65000000,流行性感冒,4,0,0.0201,0
2005,6,0,登革热,4,0,0.0003,0
2005,6,0,流行性感冒,3213,0,0.2472,0
2005,6,0,手足口病,1854,1,0.1426,0.0001
2005,6,11000000,手足口病,42,0,0.2734,0
2005,6,12000000,流行性感冒,1,0,0.0096,0
2005,6,13000000,流行性感冒,147,0,0.2159,0
2005,6,13000000,手足口病,3,0,0.0044,0
2005,6,15000000,手足口病,1,0,0.0042,0
2005,6,21000000,流行性感冒,2,0,0.0047,0
2005,6,23000000,流行性感冒,8,0,0.021,0
2005,6,31000000,登革热,0,0,0,0
2005,6,31000000,手足口病,797,0,4.4869,0
2005,6,32000000,登革热,1,0,0.0013,0
2005,6,32000000,流行性感冒,7,0,0.0094,0
2005,6,32000000,手足口病,6,0,0.008,0
2005,6,33000000,登革热,2,0,0.0041,0
2005,6,33000000,流行性感冒,21,0,0.0431,0
2005,6,33000000,手足口病,23,0,0.0472,0
2005,6,34000000,流行性感冒,144,0,0.2368,0
2005,6,35000000,流行性感冒,87,0,0.2476,0
2005,6,36000000,流行性感冒,112,0,0.2618,0
2005,6,37000000,流行性感冒,4,0,0.0044,0
2005,6,37000000,手足口病,980,1,1.0659,0.0011
2005,6,41000000,登革热,1,0,0.0011,0
2005,6,41000000,流行性感冒,50,0,0.0536,0
2005,6,42000000,流行性感冒,298,0,0.5235,0
2005,6,43000000,流行性感冒,12,0,0.0191,0
2005,6,44000000,登革热,0,0,0,0
2005,6,44000000,流行性感冒,175,0,0.1917,0
2005,6,44000000,手足口病,2,0,0.0022,0
2005,6,45000000,流行性感冒,192,0,0.4154,0
2005,6,46000000,流行性感冒,13,0,0.1584,0
2005,6,50000000,流行性感冒,138,0,0.4947,0
2005,6,51000000,流行性感冒,531,0,0.6485,0
2005,6,52000000,流行性感冒,64,0,0.1728,0
2005,6,53000000,流行性感冒,1119,0,2.5347,0
2005,6,54000000,流行性感冒,33,0,1.2039,0
2005,6,61000000,流行性感冒,12,0,0.0324,0
2005,6,62000000,流行性感冒,23,0,0.0892,0
2005,6,63000000,流行性感冒,4,0,0.0744,0
2005,6,64000000,流行性感冒,16,0,0.2714,0
2005,7,0,登革热,5,1,0.0004,0.0001
2005,7,0,流行性感冒,1258,0,0.0968,0
2005,7,0,手足口病,1397,0,0.1075,0
2005,7,11000000,流行性感冒,1,0,0.0065,0
2005,7,11000000,手足口病,59,0,0.384,0
2005,7,13000000,流行性感冒,119,0,0.1748,0
2005,7,13000000,手足口病,3,0,0.0044,0
2005,7,14000000,手足口病,1,0,0.003,0
2005,7,15000000,手足口病,2,0,0.0084,0
2005,7,22000000,手足口病,1,0,0.0037,0
2005,7,31000000,手足口病,327,0,1.8409,0
2005,7,32000000,手足口病,2,0,0.0027,0
2005,7,33000000,登革热,1,0,0.0021,0
2005,7,33000000,流行性感冒,70,0,0.1436,0
2005,7,33000000,手足口病,14,0,0.0287,0
2005,7,34000000,流行性感冒,41,0,0.0674,0
2005,7,35000000,登革热,2,0,0.0057,0
2005,7,35000000,流行性感冒,20,0,0.0569,0
2005,7,35000000,手足口病,3,0,0.0085,0
2005,7,36000000,流行性感冒,48,0,0.1122,0
2005,7,37000000,流行性感冒,1,0,0.0011,0
2005,7,37000000,手足口病,984,0,1.0702,0
2005,7,41000000,登革热,0,1,0,0.0011
2005,7,41000000,流行性感冒,77,0,0.0825,0
2005,7,42000000,流行性感冒,119,0,0.209,0
2005,7,43000000,流行性感冒,13,0,0.0207,0
2005,7,44000000,登革热,2,0,0.0022,0
2005,7,44000000,流行性感冒,116,0,0.1271,0
2005,7,44000000,手足口病,1,0,0.0011,0
2005,7,45000000,流行性感冒,77,0,0.1666,0
2005,7,46000000,流行性感冒,5,0,0.0609,0
2005,7,50000000,流行性感冒,38,0,0.1362,0
2005,7,51000000,流行性感冒,316,0,0.3859,0
2005,7,52000000,流行性感冒,42,0,0.1134,0
2005,7,53000000,流行性感冒,100,0,0.2265,0
2005,7,54000000,流行性感冒,9,0,0.3283,0
2005,7,61000000,流行性感冒,8,0,0.0216,0
2005,7,62000000,流行性感冒,16,0,0.0621,0
2005,7,63000000,流行性感冒,9,0,0.1673,0
2005,7,64000000,流行性感冒,12,0,0.2036,0
2005,7,65000000,流行性感冒,1,0,0.005,0
2005,8,0,登革热,3,0,0.0002,0
2005,8,0,流行性感冒,1314,1,0.1011,0.0001
2005,8,0,手足口病,324,0,0.0249,0
2005,8,11000000,手足口病,26,0,0.1692,0
2005,8,12000000,流行性感冒,5,0,0.048,0
2005,8,12000000,手足口病,1,0,0.0096,0
2005,8,13000000,流行性感冒,225,0,0.3304,0
2005,8,13000000,手足口病,16,0,0.0235,0
2005,8,14000000,手足口病,2,0,0.006,0
2005,8,15000000,流行性感冒,1,0,0.0042,0
2005,8,15000000,手足口病,3,0,0.0126,0
2005,8,21000000,流行性感冒,2,0,0.0047,0
2005,8,21000000,手足口病,1,0,0.0024,0
2005,8,22000000,手足口病,1,0,0.0037,0
2005,8,31000000,手足口病,80,0,0.4504,0
2005,8,32000000,流行性感冒,2,0,0.0027,0
2005,8,32000000,手足口病,4,0,0.0054,0
2005,8,33000000,登革热,2,0,0.0041,0
2005,8,33000000,流行性感冒,100,0,0.2052,0
2005,8,33000000,手足口病,2,0,0.0041,0
2005,8,34000000,流行性感冒,87,0,0.143,0
2005,8,35000000,登革热,1,0,0.0028,0
2005,8,35000000,流行性感冒,3,0,0.0085,0
2005,8,35000000,手足口病,4,0,0.0114,0
2005,8,36000000,流行性感冒,30,0,0.0701,0
2005,8,37000000,流行性感冒,21,0,0.0228,0
2005,8,37000000,手足口病,179,0,0.1947,0
2005,8,41000000,流行性感冒,296,1,0.3172,0.0011
2005,8,41000000,手足口病,3,0,0.0032,0
2005,8,42000000,流行性感冒,120,0,0.2108,0
2005,8,43000000,流行性感冒,7,0,0.0111,0
2005,8,44000000,登革热,0,0,0,0
2005,8,44000000,流行性感冒,99,0,0.1084,0
2005,8,45000000,流行性感冒,42,0,0.0909,0
2005,8,46000000,流行性感冒,3,0,0.0366,0
2005,8,50000000,流行性感冒,13,0,0.0466,0
2005,8,51000000,流行性感冒,145,0,0.1771,0
2005,8,52000000,流行性感冒,51,0,0.1377,0
2005,8,52000000,手足口病,1,0,0.0027,0
2005,8,53000000,流行性感冒,25,0,0.0566,0
2005,8,54000000,流行性感冒,1,0,0.0365,0
2005,8,61000000,流行性感冒,7,0,0.0189,0
2005,8,62000000,流行性感冒,11,0,0.0427,0
2005,8,63000000,流行性感冒,8,0,0.1487,0
2005,8,64000000,流行性感冒,9,0,0.1527,0
2005,8,64000000,手足口病,1,0,0.017,0
2005,8,65000000,流行性感冒,1,0,0.005,0
2005,9,0,登革热,13,0,0.001,0
2005,9,0,流行性感冒,2487,0,0.1913,0
2005,9,0,手足口病,254,0,0.0195,0
2005,9,11000000,手足口病,20,0,0.1302,0
2005,9,12000000,流行性感冒,15,0,0.144,0
2005,9,13000000,流行性感冒,305,0,0.4479,0
2005,9,13000000,手足口病,29,0,0.0426,0
2005,9,14000000,手足口病,2,0,0.006,0
2005,9,15000000,手足口病,2,0,0.0084,0
2005,9,21000000,登革热,0,0,0,0
2005,9,21000000,流行性感冒,1,0,0.0024,0
2005,9,22000000,流行性感冒,1,0,0.0037,0
2005,9,23000000,流行性感冒,1,0,0.0026,0
2005,9,23000000,手足口病,17,0,0.0446,0
2005,9,31000000,流行性感冒,5,0,0.0281,0
2005,9,31000000,手足口病,80,0,0.4504,0
2005,9,32000000,手足口病,3,0,0.004,0
2005,9,33000000,流行性感冒,110,0,0.2257,0
2005,9,33000000,手足口病,3,0,0.0062,0
2005,9,34000000,流行性感冒,62,0,0.1019,0
2005,9,35000000,登革热,6,0,0.0171,0
2005,9,35000000,流行性感冒,9,0,0.0256,0
2005,9,35000000,手足口病,8,0,0.0228,0
2005,9,36000000,流行性感冒,41,0,0.0959,0
2005,9,37000000,流行性感冒,3,0,0.0033,0
2005,9,37000000,手足口病,74,0,0.0805,0
2005,9,41000000,登革热,1,0,0.0011,0
2005,9,41000000,流行性感冒,143,0,0.1533,0
2005,9,41000000,手足口病,3,0,0.0032,0
2005,9,42000000,流行性感冒,83,0,0.1458,0
2005,9,43000000,流行性感冒,21,0,0.0334,0
2005,9,44000000,登革热,3,0,0.0033,0
2005,9,44000000,流行性感冒,245,0,0.2683,0
2005,9,44000000,手足口病,6,0,0.0066,0
2005,9,45000000,流行性感冒,45,0,0.0974,0
2005,9,46000000,流行性感冒,52,0,0.6336,0
2005,9,50000000,流行性感冒,24,0,0.086,0
2005,9,51000000,流行性感冒,341,0,0.4165,0
2005,9,52000000,流行性感冒,108,0,0.2917,0
2005,9,53000000,流行性感冒,801,0,1.8144,0
2005,9,54000000,流行性感冒,3,0,0.1094,0
2005,9,61000000,登革热,3,0,0.0081,0
2005,9,61000000,流行性感冒,20,0,0.054,0
2005,9,62000000,流行性感冒,23,0,0.0892,0
2005,9,62000000,手足口病,3,0,0.0116,0
2005,9,63000000,流行性感冒,9,0,0.1673,0
2005,9,64000000,流行性感冒,15,0,0.2544,0
2005,9,64000000,手足口病,1,0,0.017,0
2005,9,65000000,流行性感冒,1,0,0.005,0
2005,9,65000000,手足口病,3,0,0.0151,0
2005,10,0,登革热,3,0,0.0002,0
2005,10,0,流行性感冒,4504,0,0.3465,0
2005,10,0,手足口病,244,0,0.0188,0
2005,10,11000000,流行性感冒,4,0,0.026,0
2005,10,11000000,手足口病,25,0,0.1627,0
2005,10,12000000,流行性感冒,21,0,0.2016,0
2005,10,13000000,流行性感冒,374,0,0.5492,0
2005,10,13000000,手足口病,18,0,0.0264,0
2005,10,14000000,流行性感冒,3,0,0.009,0
2005,10,14000000,手足口病,3,0,0.009,0
2005,10,15000000,手足口病,1,0,0.0042,0
2005,10,21000000,流行性感冒,3,0,0.0071,0
2005,10,21000000,手足口病,2,0,0.0047,0
2005,10,22000000,流行性感冒,1,0,0.0037,0
2005,10,22000000,手足口病,2,0,0.0074,0
2005,10,23000000,流行性感冒,1,0,0.0026,0
2005,10,23000000,手足口病,16,0,0.042,0
2005,10,31000000,手足口病,100,0,0.563,0
2005,10,32000000,流行性感冒,25,0,0.0335,0
2005,10,32000000,手足口病,6,0,0.008,0
2005,10,33000000,登革热,2,0,0.0041,0
2005,10,33000000,流行性感冒,195,0,0.4001,0
2005,10,34000000,流行性感冒,112,0,0.1841,0
2005,10,34000000,手足口病,3,0,0.0049,0
2005,10,35000000,流行性感冒,10,0,0.0285,0
2005,10,35000000,手足口病,2,0,0.0057,0
2005,10,36000000,流行性感冒,36,0,0.0842,0
2005,10,37000000,流行性感冒,6,0,0.0065,0
2005,10,37000000,手足口病,35,0,0.0381,0
2005,10,41000000,流行性感冒,95,0,0.1018,0
2005,10,41000000,手足口病,3,0,0.0032,0
2005,10,42000000,流行性感冒,78,0,0.137,0
2005,10,43000000,流行性感冒,35,0,0.0556,0
2005,10,44000000,流行性感冒,98,0,0.1073,0
2005,10,44000000,手足口病,17,0,0.0186,0
2005,10,45000000,流行性感冒,290,0,0.6274,0
2005,10,46000000,流行性感冒,4,0,0.0487,0
2005,10,46000000,手足口病,1,0,0.0122,0
2005,10,50000000,流行性感冒,179,0,0.6417,0
2005,10,51000000,流行性感冒,158,0,0.193,0
2005,10,51000000,手足口病,1,0,0.0012,0
2005,10,52000000,流行性感冒,2016,0,5.4447,0
2005,10,53000000,登革热,1,0,0.0023,0
2005,10,53000000,流行性感冒,541,0,1.2254,0
2005,10,54000000,流行性感冒,6,0,0.2189,0
2005,10,61000000,流行性感冒,18,0,0.0486,0
2005,10,61000000,手足口病,1,0,0.0027,0
2005,10,62000000,流行性感冒,45,0,0.1745,0
2005,10,62000000,手足口病,4,0,0.0155,0
2005,10,63000000,流行性感冒,10,0,0.1859,0
2005,10,64000000,流行性感冒,19,0,0.3223,0
2005,10,64000000,手足口病,4,0,0.0679,0
2005,10,65000000,流行性感冒,121,0,0.6088,0
2005,11,0,登革热,4,0,0.0003,0
2005,11,0,流行性感冒,7378,4,0.5676,0.0003
2005,11,0,手足口病,533,0,0.041,0
2005,11,11000000,流行性感冒,49,0,0.3189,0
2005,11,11000000,手足口病,34,0,0.2213,0
2005,11,12000000,流行性感冒,26,1,0.2496,0.0096
2005,11,13000000,流行性感冒,566,0,0.8312,0
2005,11,13000000,手足口病,33,0,0.0485,0
2005,11,14000000,流行性感冒,32,0,0.096,0
2005,11,15000000,流行性感冒,28,0,0.1179,0
2005,11,15000000,手足口病,2,0,0.0084,0
2005,11,21000000,流行性感冒,38,0,0.0901,0
2005,11,21000000,手足口病,2,0,0.0047,0
2005,11,22000000,流行性感冒,7,0,0.0258,0
2005,11,23000000,流行性感冒,14,0,0.0367,0
2005,11,23000000,手足口病,26,0,0.0682,0
2005,11,31000000,手足口病,282,0,1.5876,0
2005,11,32000000,登革热,2,0,0.0027,0
2005,11,32000000,流行性感冒,40,0,0.0536,0
2005,11,32000000,手足口病,3,0,0.004,0
2005,11,33000000,登革热,1,0,0.0021,0
2005,11,33000000,流行性感冒,178,0,0.3652,0
2005,11,33000000,手足口病,6,0,0.0123,0
2005,11,34000000,流行性感冒,224,0,0.3683,0
2005,11,34000000,手足口病,2,0,0.0033,0
2005,11,35000000,流行性感冒,10,0,0.0285,0
2005,11,35000000,手足口病,19,0,0.0541,0
2005,11,36000000,流行性感冒,46,0,0.1075,0
2005,11,36000000,手足口病,1,0,0.0023,0
2005,11,37000000,流行性感冒,33,0,0.0359,0
2005,11,37000000,手足口病,39,0,0.0424,0
2005,11,41000000,流行性感冒,341,0,0.3654,0
2005,11,41000000,手足口病,5,0,0.0054,0
2005,11,42000000,流行性感冒,67,1,0.1177,0.0018
2005,11,42000000,手足口病,6,0,0.0105,0
2005,11,43000000,流行性感冒,40,0,0.0636,0
2005,11,44000000,登革热,1,0,0.0011,0
2005,11,44000000,流行性感冒,420,2,0.46,0.0022
2005,11,44000000,手足口病,12,0,0.0131,0
