year,month,reg_id,dis_id,case_num,dea_num,inci_rate,mort_rate
2005,3,0,127,1,0,0.0001,0
2005,3,0,139,4653,0,0.358,0
2005,3,0,198,165,0,0.0127,0
2005,3,12000000,139,9,0,0.0864,0
2005,3,13000000,139,280,0,0.4112,0
2005,3,14000000,139,3,0,0.009,0
2005,3,14000000,198,2,0,0.006,0
2005,3,15000000,139,2,0,0.0084,0
2005,3,15000000,198,7,0,0.0295,0
2005,3,21000000,139,5,0,0.0119,0
2005,3,23000000,139,1,0,0.0026,0
2005,3,31000000,127,1,0,0.0056,0
2005,3,31000000,198,145,0,0.8163,0
2005,3,32000000,139,3,0,0.004,0
2005,3,32000000,198,3,0,0.004,0
2005,3,33000000,139,477,0,0.9788,0
2005,3,33000000,198,2,0,0.0041,0
2005,3,34000000,139,46,0,0.0756,0
2005,3,35000000,139,32,0,0.0911,0
2005,3,36000000,139,285,0,0.6663,0
2005,3,37000000,139,1,0,0.0011,0
2005,3,37000000,198,6,0,0.0065,0
2005,3,41000000,139,225,0,0.2411,0
2005,3,42000000,139,84,0,0.1476,0
2005,3,43000000,139,315,0,0.5005,0
2005,3,44000000,139,957,0,1.0482,0
2005,3,45000000,139,153,0,0.331,0
2005,3,46000000,139,5,0,0.0609,0
2005,3,50000000,139,288,0,1.0324,0
2005,3,51000000,139,317,0,0.3871,0
2005,3,52000000,139,296,0,0.7994,0
2005,3,53000000,139,96,0,0.2175,0
2005,3,54000000,139,573,0,20.9041,0
2005,3,61000000,139,29,0,0.0783,0
2005,3,62000000,139,123,0,0.477,0
2005,3,63000000,139,18,0,0.3346,0
2005,3,64000000,139,20,0,0.3393,0
2005,3,65000000,139,10,0,0.0503,0
2005,4,0,127,3,0,0.0002,0
2005,4,0,139,8723,0,0.6711,0
2005,4,0,198,372,0,0.0286,0
2005,4,11000000,139,1,0,0.0065,0
2005,4,11000000,198,4,0,0.026,0
2005,4,13000000,139,254,0,0.373,0
2005,4,13000000,198,2,0,0.0029,0
2005,4,14000000,139,6,0,0.018,0
2005,4,15000000,139,6,0,0.0253,0
2005,4,21000000,139,3,0,0.0071,0
2005,4,22000000,139,7,0,0.0258,0
2005,4,23000000,139,3,0,0.0079,0
2005,4,31000000,139,2,0,0.0113,0
2005,4,31000000,198,307,0,1.7283,0
2005,4,32000000,127,1,0,0.0013,0
2005,4,32000000,139,27,0,0.0362,0
2005,4,32000000,198,3,0,0.004,0
2005,4,33000000,127,1,0,0.0021,0
2005,4,33000000,139,468,0,0.9603,0
2005,4,33000000,198,5,0,0.0103,0
2005,4,34000000,139,93,0,0.1529,0
2005,4,35000000,127,1,0,0.0028,0
2005,4,35000000,139,163,0,0.4639,0
2005,4,35000000,198,1,0,0.0028,0
2005,4,36000000,139,256,0,0.5985,0
2005,4,37000000,139,1,0,0.0011,0
2005,4,37000000,198,46,0,0.05,0
2005,4,41000000,139,104,0,0.1115,0
2005,4,41000000,198,1,0,0.0011,0
2005,4,42000000,139,104,0,0.1827,0
2005,4,43000000,139,84,0,0.1335,0
2005,4,44000000,139,2442,0,2.6747,0
2005,4,45000000,139,1305,0,2.8233,0
2005,4,46000000,139,164,0,1.9984,0
2005,4,50000000,139,680,0,2.4376,0
2005,4,51000000,139,1463,0,1.7867,0
2005,4,52000000,139,564,0,1.5232,0
2005,4,53000000,139,329,0,0.7452,0
2005,4,54000000,139,18,0,0.6567,0
2005,4,61000000,139,34,0,0.0918,0
2005,4,62000000,139,110,0,0.4266,0
2005,4,63000000,139,10,0,0.1859,0
2005,4,64000000,139,14,0,0.2375,0
2005,4,65000000,139,8,0,0.0403,0
2005,4,65000000,198,3,0,0.0151,0
2005,5,0,139,3961,0,0.3047,0
2005,5,0,198,517,0,0.0398,0
2005,5,11000000,198,14,0,0.0911,0
2005,5,12000000,139,160,0,1.5362,0
2005,5,13000000,139,223,0,0.3275,0
2005,5,13000000,198,1,0,0.0015,0
2005,5,14000000,139,4,0,0.012,0
2005,5,14000000,198,1,0,0.003,0
2005,5,15000000,198,2,0,0.0084,0
2005,5,21000000,139,5,0,0.0119,0
2005,5,31000000,198,377,0,2.1224,0
2005,5,32000000,139,26,0,0.0349,0
2005,5,32000000,198,1,0,0.0013,0
2005,5,33000000,139,30,0,0.0616,0
2005,5,33000000,198,23,0,0.0472,0
2005,5,34000000,139,114,0,0.1874,0
2005,5,35000000,139,112,0,0.3187,0
2005,5,36000000,139,237,0,0.5541,0
2005,5,37000000,139,1,0,0.0011,0
2005,5,37000000,198,96,0,0.1044,0
2005,5,41000000,139,129,0,0.1382,0
2005,5,42000000,139,116,0,0.2038,0
2005,5,43000000,139,53,0,0.0842,0
2005,5,44000000,139,1001,0,1.0964,0
2005,5,44000000,198,2,0,0.0022,0
2005,5,45000000,139,504,0,1.0904,0
2005,5,46000000,139,97,0,1.182,0
2005,5,50000000,139,234,0,0.8388,0
2005,5,51000000,139,616,0,0.7523,0
2005,5,52000000,139,154,0,0.4159,0
2005,5,53000000,139,36,0,0.0815,0
2005,5,54000000,139,44,0,1.6052,0
2005,5,61000000,139,14,0,0.0378,0
2005,5,62000000,139,27,0,0.1047,0
2005,5,63000000,139,9,0,0.1673,0
2005,5,64000000,139,11,0,0.1866,0
2005,5,65000000,139,4,0,0.0201,0
2005,6,0,127,4,0,0.0003,0
2005,6,0,139,3213,0,0.2472,0
2005,6,0,198,1854,1,0.1426,0.0001
2005,6,11000000,198,42,0,0.2734,0
2005,6,12000000,139,1,0,0.0096,0
2005,6,13000000,139,147,0,0.2159,0
2005,6,13000000,198,3,0,0.0044,0
2005,6,15000000,198,1,0,0.0042,0
2005,6,21000000,139,2,0,0.0047,0
2005,6,23000000,139,8,0,0.021,0
2005,6,31000000,127,0,0,0,0
2005,6,31000000,198,797,0,4.4869,0
2005,6,32000000,127,1,0,0.0013,0
2005,6,32000000,139,7,0,0.0094,0
2005,6,32000000,198,6,0,0.008,0
2005,6,33000000,127,2,0,0.0041,0
2005,6,33000000,139,21,0,0.0431,0
2005,6,33000000,198,23,0,0.0472,0
2005,6,34000000,139,144,0,0.2368,0
2005,6,35000000,139,87,0,0.2476,0
2005,6,36000000,139,112,0,0.2618,0
2005,6,37000000,139,4,0,0.0044,0
2005,6,37000000,198,980,1,1.0659,0.0011
2005,6,41000000,127,1,0,0.0011,0
2005,6,41000000,139,50,0,0.0536,0
2005,6,42000000,139,298,0,0.5235,0
2005,6,43000000,139,12,0,0.0191,0
2005,6,44000000,127,0,0,0,0
2005,6,44000000,139,175,0,0.1917,0
2005,6,44000000,198,2,0,0.0022,0
2005,6,45000000,139,192,0,0.4154,0
2005,6,46000000,139,13,0,0.1584,0
2005,6,50000000,139,138,0,0.4947,0
2005,6,51000000,139,531,0,0.6485,0
2005,6,52000000,139,64,0,0.1728,0
2005,6,53000000,139,1119,0,2.5347,0
2005,6,54000000,139,33,0,1.2039,0
2005,6,61000000,139,12,0,0.0324,0
2005,6,62000000,139,23,0,0.0892,0
2005,6,63000000,139,4,0,0.0744,0
2005,6,64000000,139,16,0,0.2714,0
2005,7,0,127,5,1,0.0004,0.0001
2005,7,0,139,1258,0,0.0968,0
2005,7,0,198,1397,0,0.1075,0
2005,7,11000000,139,1,0,0.0065,0
2005,7,11000000,198,59,0,0.384,0
2005,7,13000000,139,119,0,0.1748,0
2005,7,13000000,198,3,0,0.0044,0
2005,7,14000000,198,1,0,0.003,0
2005,7,15000000,198,2,0,0.0084,0
2005,7,22000000,198,1,0,0.0037,0
2005,7,31000000,198,327,0,1.8409,0
2005,7,32000000,198,2,0,0.0027,0
2005,7,33000000,127,1,0,0.0021,0
2005,7,33000000,139,70,0,0.1436,0
2005,7,33000000,198,14,0,0.0287,0
2005,7,34000000,139,41,0,0.0674,0
2005,7,35000000,127,2,0,0.0057,0
2005,7,35000000,139,20,0,0.0569,0
2005,7,35000000,198,3,0,0.0085,0
2005,7,36000000,139,48,0,0.1122,0
2005,7,37000000,139,1,0,0.0011,0
2005,7,37000000,198,984,0,1.0702,0
2005,7,41000000,127,0,1,0,0.0011
2005,7,41000000,139,77,0,0.0825,0
2005,7,42000000,139,119,0,0.209,0
2005,7,43000000,139,13,0,0.0207,0
2005,7,44000000,127,2,0,0.0022,0
2005,7,44000000,139,116,0,0.1271,0
2005,7,44000000,198,1,0,0.0011,0
2005,7,45000000,139,77,0,0.1666,0
2005,7,46000000,139,5,0,0.0609,0
2005,7,50000000,139,38,0,0.1362,0
2005,7,51000000,139,316,0,0.3859,0
2005,7,52000000,139,42,0,0.1134,0
2005,7,53000000,139,100,0,0.2265,0
2005,7,54000000,139,9,0,0.3283,0
2005,7,61000000,139,8,0,0.0216,0
2005,7,62000000,139,16,0,0.0621,0
2005,7,63000000,139,9,0,0.1673,0
2005,7,64000000,139,12,0,0.2036,0
2005,7,65000000,139,1,0,0.005,0
2005,8,0,127,3,0,0.0002,0
2005,8,0,139,1314,1,0.1011,0.0001
2005,8,0,198,324,0,0.0249,0
2005,8,11000000,198,26,0,0.1692,0
2005,8,12000000,139,5,0,0.048,0
2005,8,12000000,198,1,0,0.0096,0
2005,8,13000000,139,225,0,0.3304,0
2005,8,13000000,198,16,0,0.0235,0
2005,8,14000000,198,2,0,0.006,0
2005,8,15000000,139,1,0,0.0042,0
2005,8,15000000,198,3,0,0.0126,0
2005,8,21000000,139,2,0,0.0047,0
2005,8,21000000,198,1,0,0.0024,0
2005,8,22000000,198,1,0,0.0037,0
2005,8,31000000,198,80,0,0.4504,0
2005,8,32000000,139,2,0,0.0027,0
2005,8,32000000,198,4,0,0.0054,0
2005,8,33000000,127,2,0,0.0041,0
2005,8,33000000,139,100,0,0.2052,0
2005,8,33000000,198,2,0,0.0041,0
2005,8,34000000,139,87,0,0.143,0
2005,8,35000000,127,1,0,0.0028,0
2005,8,35000000,139,3,0,0.0085,0
2005,8,35000000,198,4,0,0.0114,0
2005,8,36000000,139,30,0,0.0701,0
2005,8,37000000,139,21,0,0.0228,0
2005,8,37000000,198,179,0,0.1947,0
2005,8,41000000,139,296,1,0.3172,0.0011
2005,8,41000000,198,3,0,0.0032,0
2005,8,42000000,139,120,0,0.2108,0
2005,8,43000000,139,7,0,0.0111,0
2005,8,44000000,127,0,0,0,0
2005,8,44000000,139,99,0,0.1084,0
2005,8,45000000,139,42,0,0.0909,0
2005,8,46000000,139,3,0,0.0366,0
2005,8,50000000,139,13,0,0.0466,0
2005,8,51000000,139,145,0,0.1771,0
2005,8,52000000,139,51,0,0.1377,0
2005,8,52000000,198,1,0,0.0027,0
2005,8,53000000,139,25,0,0.0566,0
2005,8,54000000,139,1,0,0.0365,0
2005,8,61000000,139,7,0,0.0189,0
2005,8,62000000,139,11,0,0.0427,0
2005,8,63000000,139,8,0,0.1487,0
2005,8,64000000,139,9,0,0.1527,0
2005,8,64000000,198,1,0,0.017,0
2005,8,65000000,139,1,0,0.005,0
2005,9,0,127,13,0,0.001,0
2005,9,0,139,2487,0,0.1913,0
2005,9,0,198,254,0,0.0195,0
2005,9,11000000,198,20,0,0.1302,0
2005,9,12000000,139,15,0,0.144,0
2005,9,13000000,139,305,0,0.4479,0
2005,9,13000000,198,29,0,0.0426,0
2005,9,14000000,198,2,0,0.006,0
2005,9,15000000,198,2,0,0.0084,0
2005,9,21000000,127,0,0,0,0
2005,9,21000000,139,1,0,0.0024,0
2005,9,22000000,139,1,0,0.0037,0
2005,9,23000000,139,1,0,0.0026,0
2005,9,23000000,198,17,0,0.0446,0
2005,9,31000000,139,5,0,0.0281,0
2005,9,31000000,198,80,0,0.4504,0
2005,9,32000000,198,3,0,0.004,0
2005,9,33000000,139,110,0,0.2257,0
2005,9,33000000,198,3,0,0.0062,0
2005,9,34000000,139,62,0,0.1019,0
2005,9,35000000,127,6,0,0.0171,0
2005,9,35000000,139,9,0,0.0256,0
2005,9,35000000,198,8,0,0.0228,0
2005,9,36000000,139,41,0,0.0959,0
2005,9,37000000,139,3,0,0.0033,0
2005,9,37000000,198,74,0,0.0805,0
2005,9,41000000,127,1,0,0.0011,0
2005,9,41000000,139,143,0,0.1533,0
2005,9,41000000,198,3,0,0.0032,0
2005,9,42000000,139,83,0,0.1458,0
2005,9,43000000,139,21,0,0.0334,0
2005,9,44000000,127,3,0,0.0033,0
2005,9,44000000,139,245,0,0.2683,0
2005,9,44000000,198,6,0,0.0066,0
2005,9,45000000,139,45,0,0.0974,0
2005,9,46000000,139,52,0,0.6336,0
2005,9,50000000,139,24,0,0.086,0
2005,9,51000000,139,341,0,0.4165,0
2005,9,52000000,139,108,0,0.2917,0
2005,9,53000000,139,801,0,1.8144,0
2005,9,54000000,139,3,0,0.1094,0
2005,9,61000000,127,3,0,0.0081,0
2005,9,61000000,139,20,0,0.054,0
2005,9,62000000,139,23,0,0.0892,0
2005,9,62000000,198,3,0,0.0116,0
2005,9,63000000,139,9,0,0.1673,0
2005,9,64000000,139,15,0,0.2544,0
2005,9,64000000,198,1,0,0.017,0
2005,9,65000000,139,1,0,0.005,0
2005,9,65000000,198,3,0,0.0151,0
2005,10,0,127,3,0,0.0002,0
2005,10,0,139,4504,0,0.3465,0
2005,10,0,198,244,0,0.0188,0
2005,10,11000000,139,4,0,0.026,0
2005,10,11000000,198,25,0,0.1627,0
2005,10,12000000,139,21,0,0.2016,0
2005,10,13000000,139,374,0,0.5492,0
2005,10,13000000,198,18,0,0.0264,0
2005,10,14000000,139,3,0,0.009,0
2005,10,14000000,198,3,0,0.009,0
2005,10,15000000,198,1,0,0.0042,0
2005,10,21000000,139,3,0,0.0071,0
2005,10,21000000,198,2,0,0.0047,0
2005,10,22000000,139,1,0,0.0037,0
2005,10,22000000,198,2,0,0.0074,0
2005,10,23000000,139,1,0,0.0026,0
2005,10,23000000,198,16,0,0.042,0
2005,10,31000000,198,100,0,0.563,0
2005,10,32000000,139,25,0,0.0335,0
2005,10,32000000,198,6,0,0.008,0
2005,10,33000000,127,2,0,0.0041,0
2005,10,33000000,139,195,0,0.4001,0
2005,10,34000000,139,112,0,0.1841,0
2005,10,34000000,198,3,0,0.0049,0
2005,10,35000000,139,10,0,0.0285,0
2005,10,35000000,198,2,0,0.0057,0
2005,10,36000000,139,36,0,0.0842,0
2005,10,37000000,139,6,0,0.0065,0
2005,10,37000000,198,35,0,0.0381,0
2005,10,41000000,139,95,0,0.1018,0
2005,10,41000000,198,3,0,0.0032,0
2005,10,42000000,139,78,0,0.137,0
2005,10,43000000,139,35,0,0.0556,0
2005,10,44000000,139,98,0,0.1073,0
2005,10,44000000,198,17,0,0.0186,0
2005,10,45000000,139,290,0,0.6274,0
2005,10,46000000,139,4,0,0.0487,0
2005,10,46000000,198,1,0,0.0122,0
2005,10,50000000,139,179,0,0.6417,0
2005,10,51000000,139,158,0,0.193,0
2005,10,51000000,198,1,0,0.0012,0
2005,10,52000000,139,2016,0,5.4447,0
2005,10,53000000,127,1,0,0.0023,0
2005,10,53000000,139,541,0,1.2254,0
2005,10,54000000,139,6,0,0.2189,0
2005,10,61000000,139,18,0,0.0486,0
2005,10,61000000,198,1,0,0.0027,0
2005,10,62000000,139,45,0,0.1745,0
2005,10,62000000,198,4,0,0.0155,0
2005,10,63000000,139,10,0,0.1859,0
2005,10,64000000,139,19,0,0.3223,0
2005,10,64000000,198,4,0,0.0679,0
2005,10,65000000,139,121,0,0.6088,0
2005,11,0,127,4,0,0.0003,0
2005,11,0,139,7378,4,0.5676,0.0003
2005,11,0,198,533,0,0.041,0
2005,11,11000000,139,49,0,0.3189,0
2005,11,11000000,198,34,0,0.2213,0
2005,11,12000000,139,26,1,0.2496,0.0096
2005,11,13000000,139,566,0,0.8312,0
2005,11,13000000,198,33,0,0.0485,0
2005,11,14000000,139,32,0,0.096,0
2005,11,15000000,139,28,0,0.1179,0
2005,11,15000000,198,2,0,0.0084,0
2005,11,21000000,139,38,0,0.0901,0
2005,11,21000000,198,2,0,0.0047,0
2005,11,22000000,139,7,0,0.0258,0
2005,11,23000000,139,14,0,0.0367,0
2005,11,23000000,198,26,0,0.0682,0
2005,11,31000000,198,282,0,1.5876,0
2005,11,32000000,127,2,0,0.0027,0
2005,11,32000000,139,40,0,0.0536,0
2005,11,32000000,198,3,0,0.004,0
2005,11,33000000,127,1,0,0.0021,0
2005,11,33000000,139,178,0,0.3652,0
2005,11,33000000,198,6,0,0.0123,0
2005,11,34000000,139,224,0,0.3683,0
2005,11,34000000,198,2,0,0.0033,0
2005,11,35000000,139,10,0,0.0285,0
2005,11,35000000,198,19,0,0.0541,0
2005,11,36000000,139,46,0,0.1075,0
2005,11,36000000,198,1,0,0.0023,0
2005,11,37000000,139,33,0,0.0359,0
2005,11,37000000,198,39,0,0.0424,0
2005,11,41000000,139,341,0,0.3654,0
2005,11,41000000,198,5,0,0.0054,0
2005,11,42000000,139,67,1,0.1177,0.0018
2005,11,42000000,198,6,0,0.0105,0
2005,11,43000000,139,40,0,0.0636,0
2005,11,44000000,127,1,0,0.0011,0
2005,11,44000000,139,420,2,0.46,0.0022
2005,11,44000000,198,12,0,0.0131,0
2005,11,45000000,139,373,0,0.807,0
2005,11,46000000,139,5,0,0.0609,0
2005,11,50000000,139,536,0,1.9214,0
2005,11,51000000,139,557,0,0.6802,0
2005,11,51000000,198,8,0,0.0098,0
2005,11,52000000,139,2264,0,6.1145,0
2005,11,53000000,139,559,0,1.2662,0
2005,11,54000000,139,38,0,1.3863,0
2005,11,61000000,139,32,0,0.0864,0
2005,11,61000000,198,2,0,0.0054,0
2005,11,62000000,139,196,0,0.7601,0
2005,11,62000000,198,5,0,0.0194,0
2005,11,63000000,139,11,0,0.2045,0
2005,11,64000000,139,70,0,1.1874,0
2005,11,64000000,198,9,0,0.1527,0
2005,11,65000000,139,578,0,2.9083,0
2005,11,65000000,198,37,0,0.1862,0
2005,12,0,139,4856,0,0.3736,0
2005,12,0,198,339,0,0.0261,0
2005,12,11000000,139,63,0,0.4101,0
2005,12,11000000,198,11,0,0.0716,0
2005,12,12000000,139,32,0,0.3072,0
2005,12,12000000,198,1,0,0.0096,0
2005,12,13000000,139,782,0,1.1484,0
2005,12,13000000,198,3,0,0.0044,0
2005,12,14000000,139,23,0,0.069,0
2005,12,15000000,139,15,0,0.0632,0
2005,12,22000000,139,14,0,0.0517,0
2005,12,22000000,198,1,0,0.0037,0
2005,12,23000000,139,25,0,0.0656,0
2005,12,23000000,198,7,0,0.0184,0
2005,12,31000000,198,185,0,1.0415,0
2005,12,32000000,139,456,0,0.6114,0
2005,12,32000000,198,8,0,0.0107,0
2005,12,33000000,139,254,0,0.5212,0
2005,12,33000000,198,19,0,0.039,0
2005,12,34000000,139,85,0,0.1397,0
2005,12,34000000,198,2,0,0.0033,0
2005,12,35000000,139,18,0,0.0512,0
2005,12,35000000,198,33,0,0.0939,0
2005,12,36000000,139,56,0,0.1309,0
2005,12,37000000,139,15,0,0.0163,0
2005,12,37000000,198,23,0,0.025,0
2005,12,41000000,139,154,0,0.165,0
2005,12,41000000,198,6,0,0.0064,0
2005,12,42000000,139,77,0,0.1353,0
2005,12,42000000,198,3,0,0.0053,0
2005,12,43000000,139,57,0,0.0906,0
2005,12,44000000,139,210,0,0.23,0
2005,12,44000000,198,7,0,0.0077,0
2005,12,45000000,139,125,0,0.2704,0
2005,12,45000000,198,2,0,0.0043,0
2005,12,50000000,139,141,0,0.5054,0
2005,12,51000000,139,473,0,0.5777,0
2005,12,51000000,198,10,0,0.0122,0
2005,12,52000000,139,1153,0,3.114,0
2005,12,53000000,139,20,0,0.0453,0
2005,12,53000000,198,3,0,0.0068,0
2005,12,54000000,139,9,0,0.3283,0
2005,12,61000000,139,79,0,0.2132,0
2005,12,62000000,139,238,0,0.923,0
2005,12,62000000,198,3,0,0.0116,0
2005,12,63000000,139,9,0,0.1673,0
2005,12,64000000,139,54,0,0.916,0
2005,12,64000000,198,1,0,0.017,0
2005,12,65000000,139,219,0,1.1019,0
2005,12,65000000,198,11,0,0.0553,0
2006,0,0,127,1044,0,0.0798,0
2006,0,0,139,57557,4,4.4019,0.0003
2006,0,0,198,13630,6,1.0424,0.0005
2006,0,11000000,127,1,0,0.0065,0
2006,0,11000000,139,290,0,1.8855,0
2006,0,11000000,198,2209,0,14.3626,0
2006,0,12000000,139,1676,0,16.069,0
2006,0,12000000,198,33,0,0.3164,0
2006,0,13000000,139,7117,0,10.3883,0
2006,0,13000000,198,1133,4,1.6538,0.0058
2006,0,14000000,127,1,0,0.003,0
2006,0,14000000,139,721,0,2.149,0
2006,0,14000000,198,165,0,0.4918,0
2006,0,15000000,139,2291,0,9.6018,0
2006,0,15000000,198,126,0,0.5281,0
2006,0,21000000,127,5,0,0.0118,0
2006,0,21000000,139,89,0,0.2109,0
2006,0,21000000,198,92,0,0.218,0
2006,0,22000000,139,50,0,0.1841,0
2006,0,22000000,198,91,0,0.3351,0
2006,0,23000000,127,2,0,0.0052,0
2006,0,23000000,139,24,0,0.0628,0
2006,0,23000000,198,576,0,1.5079,0
2006,0,31000000,127,0,0,0,0
2006,0,31000000,139,77,0,0.4331,0
2006,0,31000000,198,2883,0,16.2148,0
2006,0,32000000,139,4658,0,6.2314,0
2006,0,32000000,198,287,0,0.3839,0
2006,0,33000000,127,2,0,0.0041,0
2006,0,33000000,139,4298,1,8.775,0.002
2006,0,33000000,198,793,0,1.619,0
2006,0,34000000,139,1431,0,2.3382,0
2006,0,34000000,198,162,0,0.2647,0
