year,month,reg_id,dis_name,pro_name,case_num,dea_num,inci_rate,mort_rate
2005,2,0,流行性感冒,牧民,4,0,0.0003,0
2005,2,0,流行性感冒,海员及长途驾驶员,1,0,0.0001,0
2005,2,0,流行性感冒,干部职员,17,0,0.0013,0
2005,2,0,流行性感冒,离退人员,9,0,0.0007,0
2005,2,0,流行性感冒,家务及待业,19,0,0.0015,0
2005,2,0,流行性感冒,不详,6,0,0.0005,0
2005,2,0,流行性感冒,其它,10,0,0.0008,0
2005,2,0,手足口病,幼托儿童,23,0,0.0018,0
2005,2,0,手足口病,散居儿童,25,0,0.0019,0
2005,2,0,手足口病,学生,8,0,0.0006,0
2005,2,0,手足口病,工人,1,0,0.0001,0
2005,3,0,登革热,学生,1,0,0.0001,0
2005,3,0,流行性感冒,幼托儿童,150,0,0.0115,0
2005,3,0,流行性感冒,散居儿童,346,0,0.0266,0
2005,3,0,流行性感冒,学生,3197,0,0.2459,0
2005,3,0,流行性感冒,教师,37,0,0.0028,0
2005,3,0,流行性感冒,保育员及保姆,1,0,0.0001,0
2005,3,0,流行性感冒,餐饮食品业,4,0,0.0003,0
2005,3,0,流行性感冒,公共场所服务员,5,0,0.0004,0
2005,3,0,流行性感冒,商业服务,11,0,0.0008,0
2005,3,0,流行性感冒,医务人员,9,0,0.0007,0
2005,3,0,流行性感冒,工人,48,0,0.0037,0
2005,3,0,流行性感冒,民工,22,0,0.0017,0
2005,3,0,流行性感冒,农民,658,0,0.0506,0
2005,3,0,流行性感冒,牧民,33,0,0.0025,0
2005,3,0,流行性感冒,渔(船)民,1,0,0.0001,0
2005,3,0,流行性感冒,海员及长途驾驶员,2,0,0.0002,0
2005,3,0,流行性感冒,干部职员,32,0,0.0025,0
2005,3,0,流行性感冒,离退人员,14,0,0.0011,0
2005,3,0,流行性感冒,家务及待业,28,0,0.0022,0
2005,3,0,流行性感冒,不详,24,0,0.0018,0
2005,3,0,流行性感冒,其它,31,0,0.0024,0
2005,3,0,手足口病,幼托儿童,121,0,0.0093,0
2005,3,0,手足口病,散居儿童,34,0,0.0026,0
2005,3,0,手足口病,学生,10,0,0.0008,0
2005,4,0,登革热,学生,1,0,0.0001,0
2005,4,0,登革热,医务人员,1,0,0.0001,0
2005,4,0,登革热,不详,1,0,0.0001,0
2005,4,0,流行性感冒,幼托儿童,239,0,0.0184,0
2005,4,0,流行性感冒,散居儿童,418,0,0.0322,0
2005,4,0,流行性感冒,学生,6896,0,0.5305,0
2005,4,0,流行性感冒,教师,84,0,0.0065,0
2005,4,0,流行性感冒,餐饮食品业,5,0,0.0004,0
2005,4,0,流行性感冒,公共场所服务员,3,0,0.0002,0
2005,4,0,流行性感冒,商业服务,10,0,0.0008,0
2005,4,0,流行性感冒,医务人员,16,0,0.0012,0
2005,4,0,流行性感冒,工人,65,0,0.005,0
2005,4,0,流行性感冒,民工,27,0,0.0021,0
2005,4,0,流行性感冒,农民,718,0,0.0552,0
2005,4,0,流行性感冒,牧民,7,0,0.0005,0
2005,4,0,流行性感冒,干部职员,32,0,0.0025,0
2005,4,0,流行性感冒,离退人员,14,0,0.0011,0
2005,4,0,流行性感冒,家务及待业,26,0,0.002,0
2005,4,0,流行性感冒,不详,63,0,0.0048,0
2005,4,0,流行性感冒,其它,100,0,0.0077,0
2005,4,0,手足口病,幼托儿童,233,0,0.0179,0
2005,4,0,手足口病,散居儿童,116,0,0.0089,0
2005,4,0,手足口病,学生,21,0,0.0016,0
2005,4,0,手足口病,干部职员,1,0,0.0001,0
2005,4,0,手足口病,其它,1,0,0.0001,0
2005,5,0,流行性感冒,幼托儿童,167,0,0.0128,0
2005,5,0,流行性感冒,散居儿童,345,0,0.0265,0
2005,5,0,流行性感冒,学生,2260,0,0.1739,0
2005,5,0,流行性感冒,教师,38,0,0.0029,0
2005,5,0,流行性感冒,餐饮食品业,6,0,0.0005,0
2005,5,0,流行性感冒,公共场所服务员,6,0,0.0005,0
2005,5,0,流行性感冒,商业服务,20,0,0.0015,0
2005,5,0,流行性感冒,医务人员,12,0,0.0009,0
2005,5,0,流行性感冒,工人,67,0,0.0052,0
2005,5,0,流行性感冒,民工,46,0,0.0035,0
2005,5,0,流行性感冒,农民,607,0,0.0467,0
2005,5,0,流行性感冒,牧民,4,0,0.0003,0
2005,5,0,流行性感冒,干部职员,39,0,0.003,0
2005,5,0,流行性感冒,离退人员,17,0,0.0013,0
2005,5,0,流行性感冒,家务及待业,31,0,0.0024,0
2005,5,0,流行性感冒,不详,15,0,0.0012,0
2005,5,0,流行性感冒,其它,281,0,0.0216,0
2005,5,0,手足口病,幼托儿童,322,0,0.0248,0
2005,5,0,手足口病,散居儿童,154,0,0.0118,0
2005,5,0,手足口病,学生,36,0,0.0028,0
2005,5,0,手足口病,教师,1,0,0.0001,0
2005,5,0,手足口病,公共场所服务员,1,0,0.0001,0
2005,5,0,手足口病,工人,1,0,0.0001,0
2005,5,0,手足口病,干部职员,1,0,0.0001,0
2005,5,0,手足口病,家务及待业,1,0,0.0001,0
2005,6,0,登革热,学生,1,0,0.0001,0
2005,6,0,登革热,商业服务,2,0,0.0002,0
2005,6,0,登革热,民工,1,0,0.0001,0
2005,6,0,登革热,离退人员,0,0,0,0
2005,6,0,登革热,家务及待业,0,0,0,0
2005,6,0,登革热,其它,0,0,0,0
2005,6,0,流行性感冒,幼托儿童,103,0,0.0079,0
2005,6,0,流行性感冒,散居儿童,249,0,0.0192,0
2005,6,0,流行性感冒,学生,2142,0,0.1648,0
2005,6,0,流行性感冒,教师,26,0,0.002,0
2005,6,0,流行性感冒,餐饮食品业,3,0,0.0002,0
2005,6,0,流行性感冒,公共场所服务员,2,0,0.0002,0
2005,6,0,流行性感冒,商业服务,16,0,0.0012,0
2005,6,0,流行性感冒,医务人员,13,0,0.001,0
2005,6,0,流行性感冒,工人,20,0,0.0015,0
2005,6,0,流行性感冒,民工,17,0,0.0013,0
2005,6,0,流行性感冒,农民,504,0,0.0388,0
2005,6,0,流行性感冒,牧民,2,0,0.0002,0
2005,6,0,流行性感冒,干部职员,28,0,0.0022,0
2005,6,0,流行性感冒,离退人员,12,0,0.0009,0
2005,6,0,流行性感冒,家务及待业,24,0,0.0018,0
2005,6,0,流行性感冒,不详,21,0,0.0016,0
2005,6,0,流行性感冒,其它,31,0,0.0024,0
2005,6,0,手足口病,幼托儿童,1173,1,0.0902,0.0001
2005,6,0,手足口病,散居儿童,539,0,0.0415,0
2005,6,0,手足口病,学生,122,0,0.0094,0
2005,6,0,手足口病,商业服务,1,0,0.0001,0
2005,6,0,手足口病,工人,3,0,0.0002,0
2005,6,0,手足口病,干部职员,1,0,0.0001,0
2005,6,0,手足口病,不详,3,0,0.0002,0
2005,6,0,手足口病,其它,12,0,0.0009,0
2005,7,0,登革热,学生,0,0,0,0
2005,7,0,登革热,商业服务,1,1,0.0001,0.0001
2005,7,0,登革热,工人,1,0,0.0001,0
2005,7,0,登革热,干部职员,1,0,0.0001,0
2005,7,0,登革热,离退人员,1,0,0.0001,0
2005,7,0,登革热,家务及待业,0,0,0,0
2005,7,0,登革热,不详,1,0,0.0001,0
2005,7,0,流行性感冒,幼托儿童,90,0,0.0069,0
2005,7,0,流行性感冒,散居儿童,156,0,0.012,0
2005,7,0,流行性感冒,学生,309,0,0.0238,0
2005,7,0,流行性感冒,教师,8,0,0.0006,0
2005,7,0,流行性感冒,保育员及保姆,1,0,0.0001,0
2005,7,0,流行性感冒,餐饮食品业,2,0,0.0002,0
2005,7,0,流行性感冒,商业服务,5,0,0.0004,0
2005,7,0,流行性感冒,医务人员,11,0,0.0008,0
2005,7,0,流行性感冒,工人,36,0,0.0028,0
2005,7,0,流行性感冒,民工,20,0,0.0015,0
2005,7,0,流行性感冒,农民,464,0,0.0357,0
2005,7,0,流行性感冒,牧民,3,0,0.0002,0
2005,7,0,流行性感冒,干部职员,31,0,0.0024,0
2005,7,0,流行性感冒,离退人员,17,0,0.0013,0
2005,7,0,流行性感冒,家务及待业,15,0,0.0012,0
2005,7,0,流行性感冒,不详,18,0,0.0014,0
2005,7,0,流行性感冒,其它,72,0,0.0055,0
2005,7,0,手足口病,幼托儿童,683,0,0.0525,0
2005,7,0,手足口病,散居儿童,632,0,0.0486,0
2005,7,0,手足口病,学生,70,0,0.0054,0
2005,7,0,手足口病,教师,1,0,0.0001,0
2005,7,0,手足口病,公共场所服务员,1,0,0.0001,0
2005,7,0,手足口病,商业服务,1,0,0.0001,0
2005,7,0,手足口病,工人,1,0,0.0001,0
2005,7,0,手足口病,农民,3,0,0.0002,0
2005,7,0,手足口病,干部职员,1,0,0.0001,0
2005,7,0,手足口病,家务及待业,2,0,0.0002,0
2005,7,0,手足口病,不详,1,0,0.0001,0
2005,7,0,手足口病,其它,1,0,0.0001,0
2005,8,0,登革热,幼托儿童,1,0,0.0001,0
2005,8,0,登革热,商业服务,1,0,0.0001,0
2005,8,0,登革热,工人,0,0,0,0
2005,8,0,登革热,离退人员,0,0,0,0
2005,8,0,登革热,家务及待业,1,0,0.0001,0
2005,8,0,登革热,其它,0,0,0,0
2005,8,0,流行性感冒,幼托儿童,55,0,0.0042,0
2005,8,0,流行性感冒,散居儿童,168,0,0.0129,0
2005,8,0,流行性感冒,学生,206,0,0.0158,0
2005,8,0,流行性感冒,教师,7,0,0.0005,0
2005,8,0,流行性感冒,保育员及保姆,1,0,0.0001,0
2005,8,0,流行性感冒,餐饮食品业,2,0,0.0002,0
2005,8,0,流行性感冒,商业服务,14,0,0.0011,0
2005,8,0,流行性感冒,医务人员,21,0,0.0016,0
2005,8,0,流行性感冒,工人,45,0,0.0035,0
2005,8,0,流行性感冒,民工,16,0,0.0012,0
2005,8,0,流行性感冒,农民,504,0,0.0388,0
2005,8,0,流行性感冒,海员及长途驾驶员,1,0,0.0001,0
2005,8,0,流行性感冒,干部职员,36,0,0.0028,0
2005,8,0,流行性感冒,离退人员,22,0,0.0017,0
2005,8,0,流行性感冒,家务及待业,17,0,0.0013,0
2005,8,0,流行性感冒,不详,13,0,0.001,0
2005,8,0,流行性感冒,其它,186,1,0.0143,0.0001
2005,8,0,手足口病,幼托儿童,132,0,0.0102,0
2005,8,0,手足口病,散居儿童,172,0,0.0132,0
2005,8,0,手足口病,学生,18,0,0.0014,0
2005,8,0,手足口病,工人,1,0,0.0001,0
2005,8,0,手足口病,其它,1,0,0.0001,0
2005,9,0,登革热,学生,1,0,0.0001,0
2005,9,0,登革热,商业服务,0,0,0,0
2005,9,0,登革热,工人,2,0,0.0002,0
2005,9,0,登革热,海员及长途驾驶员,1,0,0.0001,0
2005,9,0,登革热,干部职员,2,0,0.0002,0
2005,9,0,登革热,离退人员,3,0,0.0002,0
2005,9,0,登革热,家务及待业,1,0,0.0001,0
2005,9,0,登革热,其它,3,0,0.0002,0
2005,9,0,流行性感冒,幼托儿童,116,0,0.0089,0
2005,9,0,流行性感冒,散居儿童,163,0,0.0125,0
2005,9,0,流行性感冒,学生,1538,0,0.1183,0
2005,9,0,流行性感冒,教师,12,0,0.0009,0
2005,9,0,流行性感冒,保育员及保姆,1,0,0.0001,0
2005,9,0,流行性感冒,餐饮食品业,2,0,0.0002,0
2005,9,0,流行性感冒,商业服务,10,0,0.0008,0
2005,9,0,流行性感冒,医务人员,7,0,0.0005,0
2005,9,0,流行性感冒,工人,27,0,0.0021,0
2005,9,0,流行性感冒,民工,13,0,0.001,0
2005,9,0,流行性感冒,农民,520,0,0.04,0
2005,9,0,流行性感冒,牧民,4,0,0.0003,0
2005,9,0,流行性感冒,海员及长途驾驶员,1,0,0.0001,0
2005,9,0,流行性感冒,干部职员,16,0,0.0012,0
2005,9,0,流行性感冒,离退人员,13,0,0.001,0
2005,9,0,流行性感冒,家务及待业,12,0,0.0009,0
2005,9,0,流行性感冒,不详,22,0,0.0017,0
2005,9,0,流行性感冒,其它,10,0,0.0008,0
2005,9,0,手足口病,幼托儿童,134,0,0.0103,0
2005,9,0,手足口病,散居儿童,99,0,0.0076,0
2005,9,0,手足口病,学生,15,0,0.0012,0
2005,9,0,手足口病,医务人员,1,0,0.0001,0
2005,9,0,手足口病,干部职员,2,0,0.0002,0
2005,9,0,手足口病,不详,1,0,0.0001,0
2005,9,0,手足口病,其它,2,0,0.0002,0
2005,10,0,登革热,商业服务,2,0,0.0002,0
2005,10,0,登革热,干部职员,1,0,0.0001,0
2005,10,0,流行性感冒,幼托儿童,123,0,0.0095,0
2005,10,0,流行性感冒,散居儿童,413,0,0.0318,0
2005,10,0,流行性感冒,学生,3061,0,0.2355,0
2005,10,0,流行性感冒,教师,19,0,0.0015,0
2005,10,0,流行性感冒,餐饮食品业,2,0,0.0002,0
2005,10,0,流行性感冒,公共场所服务员,2,0,0.0002,0
2005,10,0,流行性感冒,商业服务,7,0,0.0005,0
2005,10,0,流行性感冒,医务人员,5,0,0.0004,0
2005,10,0,流行性感冒,工人,29,0,0.0022,0
2005,10,0,流行性感冒,民工,12,0,0.0009,0
2005,10,0,流行性感冒,农民,577,0,0.0444,0
2005,10,0,流行性感冒,牧民,8,0,0.0006,0
2005,10,0,流行性感冒,干部职员,21,0,0.0016,0
2005,10,0,流行性感冒,离退人员,3,0,0.0002,0
2005,10,0,流行性感冒,家务及待业,18,0,0.0014,0
2005,10,0,流行性感冒,不详,199,0,0.0153,0
2005,10,0,流行性感冒,其它,5,0,0.0004,0
2005,10,0,手足口病,幼托儿童,131,0,0.0101,0
2005,10,0,手足口病,散居儿童,96,0,0.0074,0
2005,10,0,手足口病,学生,15,0,0.0012,0
2005,10,0,手足口病,民工,1,0,0.0001,0
2005,10,0,手足口病,家务及待业,1,0,0.0001,0
2005,11,0,登革热,商业服务,1,0,0.0001,0
2005,11,0,登革热,渔(船)民,2,0,0.0002,0
2005,11,0,登革热,其它,1,0,0.0001,0
2005,11,0,流行性感冒,幼托儿童,346,0,0.0266,0
2005,11,0,流行性感冒,散居儿童,555,1,0.0427,0.0001
2005,11,0,流行性感冒,学生,4984,0,0.3834,0
2005,11,0,流行性感冒,教师,66,0,0.0051,0
2005,11,0,流行性感冒,餐饮食品业,4,0,0.0003,0
2005,11,0,流行性感冒,公共场所服务员,1,0,0.0001,0
2005,11,0,流行性感冒,商业服务,11,0,0.0008,0
2005,11,0,流行性感冒,医务人员,22,0,0.0017,0
2005,11,0,流行性感冒,工人,47,1,0.0036,0.0001
2005,11,0,流行性感冒,民工,25,0,0.0019,0
2005,11,0,流行性感冒,农民,772,0,0.0594,0
2005,11,0,流行性感冒,牧民,4,0,0.0003,0
2005,11,0,流行性感冒,干部职员,38,0,0.0029,0
2005,11,0,流行性感冒,离退人员,16,0,0.0012,0
2005,11,0,流行性感冒,家务及待业,18,1,0.0014,0.0001
2005,11,0,流行性感冒,不详,447,0,0.0344,0
2005,11,0,流行性感冒,其它,22,1,0.0017,0.0001
2005,11,0,手足口病,幼托儿童,386,0,0.0297,0
2005,11,0,手足口病,散居儿童,127,0,0.0098,0
2005,11,0,手足口病,学生,17,0,0.0013,0
2005,11,0,手足口病,教师,1,0,0.0001,0
2005,11,0,手足口病,干部职员,1,0,0.0001,0
2005,11,0,手足口病,其它,1,0,0.0001,0
2005,12,0,流行性感冒,幼托儿童,178,0,0.0137,0
2005,12,0,流行性感冒,散居儿童,353,0,0.0272,0
2005,12,0,流行性感冒,学生,3029,0,0.233,0
2005,12,0,流行性感冒,教师,36,0,0.0028,0
2005,12,0,流行性感冒,餐饮食品业,1,0,0.0001,0
2005,12,0,流行性感冒,公共场所服务员,1,0,0.0001,0
2005,12,0,流行性感冒,商业服务,13,0,0.001,0
2005,12,0,流行性感冒,医务人员,23,0,0.0018,0
2005,12,0,流行性感冒,工人,41,0,0.0032,0
2005,12,0,流行性感冒,民工,12,0,0.0009,0
2005,12,0,流行性感冒,农民,773,0,0.0595,0
2005,12,0,流行性感冒,牧民,5,0,0.0004,0
2005,12,0,流行性感冒,干部职员,43,0,0.0033,0
2005,12,0,流行性感冒,离退人员,13,0,0.001,0
2005,12,0,流行性感冒,家务及待业,23,0,0.0018,0
2005,12,0,流行性感冒,不详,294,0,0.0226,0
2005,12,0,流行性感冒,其它,18,0,0.0014,0
2005,12,0,手足口病,幼托儿童,221,0,0.017,0
2005,12,0,手足口病,散居儿童,98,0,0.0075,0
2005,12,0,手足口病,学生,17,0,0.0013,0
2005,12,0,手足口病,教师,1,0,0.0001,0
2005,12,0,手足口病,民工,1,0,0.0001,0
2005,12,0,手足口病,其它,1,0,0.0001,0
2005,0,11000000,流行性感冒,幼托儿童,1,0,0.0065,0
2005,0,11000000,流行性感冒,散居儿童,5,0,0.0325,0
2005,0,11000000,流行性感冒,学生,9,0,0.0586,0
2005,0,11000000,流行性感冒,工人,2,0,0.013,0
2005,0,11000000,流行性感冒,农民,1,0,0.0065,0
2005,0,11000000,流行性感冒,家务及待业,2,0,0.013,0
2005,0,11000000,流行性感冒,不详,100,0,0.6509,0
2005,0,11000000,手足口病,幼托儿童,149,0,0.9698,0
2005,0,11000000,手足口病,散居儿童,62,0,0.4036,0
2005,0,11000000,手足口病,学生,21,0,0.1367,0
2005,0,11000000,手足口病,教师,1,0,0.0065,0
2005,0,11000000,手足口病,医务人员,1,0,0.0065,0
2005,0,11000000,手足口病,不详,1,0,0.0065,0
2005,1,11000000,流行性感冒,学生,1,0,0.0065,0
2005,1,11000000,流行性感冒,家务及待业,1,0,0.0065,0
2005,4,11000000,流行性感冒,农民,1,0,0.0065,0
2005,4,11000000,手足口病,幼托儿童,1,0,0.0065,0
2005,4,11000000,手足口病,散居儿童,1,0,0.0065,0
2005,4,11000000,手足口病,学生,2,0,0.013,0
2005,5,11000000,手足口病,幼托儿童,10,0,0.0651,0
2005,5,11000000,手足口病,散居儿童,3,0,0.0195,0
2005,5,11000000,手足口病,学生,1,0,0.0065,0
2005,6,11000000,手足口病,幼托儿童,22,0,0.1432,0
2005,6,11000000,手足口病,散居儿童,15,0,0.0976,0
2005,6,11000000,手足口病,学生,5,0,0.0325,0
2005,7,11000000,流行性感冒,工人,1,0,0.0065,0
2005,7,11000000,手足口病,幼托儿童,40,0,0.2604,0
2005,7,11000000,手足口病,散居儿童,14,0,0.0911,0
2005,7,11000000,手足口病,学生,5,0,0.0325,0
2005,8,11000000,手足口病,幼托儿童,13,0,0.0846,0
2005,8,11000000,手足口病,散居儿童,12,0,0.0781,0
2005,8,11000000,手足口病,学生,1,0,0.0065,0
2005,9,11000000,手足口病,幼托儿童,8,0,0.0521,0
2005,9,11000000,手足口病,散居儿童,6,0,0.0391,0
2005,9,11000000,手足口病,学生,4,0,0.026,0
2005,9,11000000,手足口病,医务人员,1,0,0.0065,0
2005,9,11000000,手足口病,不详,1,0,0.0065,0
2005,10,11000000,流行性感冒,学生,2,0,0.013,0
2005,10,11000000,流行性感冒,家务及待业,1,0,0.0065,0
2005,10,11000000,流行性感冒,不详,1,0,0.0065,0
2005,10,11000000,手足口病,幼托儿童,19,0,0.1237,0
2005,10,11000000,手足口病,散居儿童,5,0,0.0325,0
2005,10,11000000,手足口病,学生,1,0,0.0065,0
2005,11,11000000,流行性感冒,幼托儿童,1,0,0.0065,0
2005,11,11000000,流行性感冒,学生,2,0,0.013,0
2005,11,11000000,流行性感冒,工人,1,0,0.0065,0
2005,11,11000000,流行性感冒,不详,45,0,0.2929,0
2005,11,11000000,手足口病,幼托儿童,26,0,0.1692,0
2005,11,11000000,手足口病,散居儿童,6,0,0.0391,0
2005,11,11000000,手足口病,学生,1,0,0.0065,0
2005,11,11000000,手足口病,教师,1,0,0.0065,0
2005,12,11000000,流行性感冒,散居儿童,5,0,0.0325,0
2005,12,11000000,流行性感冒,学生,4,0,0.026,0
2005,12,11000000,流行性感冒,不详,54,0,0.3515,0
2005,12,11000000,手足口病,幼托儿童,10,0,0.0651,0
2005,12,11000000,手足口病,学生,1,0,0.0065,0
2005,0,12000000,流行性感冒,幼托儿童,33,0,0.3168,0
2005,0,12000000,流行性感冒,散居儿童,63,0,0.6049,0
2005,0,12000000,流行性感冒,学生,221,0,2.1219,0
2005,0,12000000,流行性感冒,教师,2,0,0.0192,0
2005,0,12000000,流行性感冒,工人,4,0,0.0384,0
2005,0,12000000,流行性感冒,农民,1,0,0.0096,0
2005,0,12000000,流行性感冒,干部职员,5,0,0.048,0
2005,0,12000000,流行性感冒,离退人员,3,0,0.0288,0
2005,0,12000000,流行性感冒,家务及待业,3,0,0.0288,0
2005,0,12000000,流行性感冒,不详,40,0,0.3841,0
2005,0,12000000,流行性感冒,其它,2,1,0.0192,0.0096
2005,0,12000000,手足口病,散居儿童,2,0,0.0192,0
2005,1,12000000,流行性感冒,幼托儿童,13,0,0.1248,0
2005,1,12000000,流行性感冒,散居儿童,40,0,0.3841,0
2005,1,12000000,流行性感冒,学生,30,0,0.288,0
2005,1,12000000,流行性感冒,工人,3,0,0.0288,0
2005,1,12000000,流行性感冒,农民,1,0,0.0096,0
2005,1,12000000,流行性感冒,干部职员,2,0,0.0192,0
2005,1,12000000,流行性感冒,离退人员,1,0,0.0096,0
2005,1,12000000,流行性感冒,不详,8,0,0.0768,0
2005,2,12000000,流行性感冒,散居儿童,5,0,0.048,0
2005,2,12000000,流行性感冒,学生,1,0,0.0096,0
2005,2,12000000,流行性感冒,干部职员,1,0,0.0096,0
2005,2,12000000,流行性感冒,家务及待业,1,0,0.0096,0
2005,2,12000000,流行性感冒,不详,2,0,0.0192,0
2005,3,12000000,流行性感冒,散居儿童,1,0,0.0096,0
2005,3,12000000,流行性感冒,学生,2,0,0.0192,0
2005,3,12000000,流行性感冒,工人,1,0,0.0096,0
2005,3,12000000,流行性感冒,干部职员,1,0,0.0096,0
2005,3,12000000,流行性感冒,家务及待业,1,0,0.0096,0
2005,3,12000000,流行性感冒,不详,2,0,0.0192,0
2005,3,12000000,流行性感冒,其它,1,0,0.0096,0
2005,5,12000000,流行性感冒,散居儿童,1,0,0.0096,0
2005,5,12000000,流行性感冒,学生,157,0,1.5074,0
2005,5,12000000,流行性感冒,教师,2,0,0.0192,0
2005,6,12000000,流行性感冒,学生,1,0,0.0096,0
2005,8,12000000,流行性感冒,散居儿童,1,0,0.0096,0
2005,8,12000000,流行性感冒,干部职员,1,0,0.0096,0
2005,8,12000000,流行性感冒,离退人员,1,0,0.0096,0
2005,8,12000000,流行性感冒,家务及待业,1,0,0.0096,0
2005,8,12000000,流行性感冒,不详,1,0,0.0096,0
2005,8,12000000,手足口病,散居儿童,1,0,0.0096,0
2005,9,12000000,流行性感冒,幼托儿童,2,0,0.0192,0
2005,9,12000000,流行性感冒,散居儿童,3,0,0.0288,0
2005,9,12000000,流行性感冒,学生,9,0,0.0864,0
2005,9,12000000,流行性感冒,离退人员,1,0,0.0096,0
2005,10,12000000,流行性感冒,幼托儿童,4,0,0.0384,0
